ID Number,Name,Fed,Sex,Tit,WTit,OTit,Rating,Gms,B-day
13300873,"Harutjunyan, Gevorg",ARM,M,GM,,FST,2337,9,1981
4200039,"Grivas, Efstratios",GRE,M,GM,,FST,2337,0,1966
806404,"Efimov, Igor",MNC,M,GM,,FST,2337,12,1960
14907445,"Pacher, Milan",SVK,M,GM,,,2336,7,1990
4403177,"Arenas, David",COL,M,GM,,,2335,0,1991
2000083,"Fedorowicz, John",USA,M,GM,,FT,2335,0,1958
2903261,"Drenchev, Petar",BUL,M,GM,,,2334,0,1977
1700073,"Wedberg, Tom",SWE,M,GM,,,2334,2,1953
1500074,"Ogaard, Leif",NOR,M,GM,,,2334,9,1952
13301993,"Babujian, Levon",ARM,M,GM,,,2332,9,1986
14400049,"Dizdarevic, Emir",CRO,M,GM,,,2331,0,1958
5001668,"Sriram, Jha",IND,M,GM,,,2331,9,1976
400270,"Arkell, Keith C",ENG,M,GM,,,2330,19,1961
6300634,"Haznedaroglu, Kivanc",TUR,M,GM,,,2328,0,1981
11600047,"Lanka, Zigurds",LAT,M,GM,,FST,2327,3,1960
14114224,"Golubka, Petro",UKR,M,GM,,,2326,19,1989
4610776,"Haub, Thorsten Michael",GER,M,GM,,,2326,3,1968
1900021,"Fernandes, Antonio",POR,M,GM,,FT,2326,0,1962
400238,"Plaskett, H James",ENG,M,GM,,,2326,4,1960
12800031,"Malisauskas, Vidmantas",LTU,M,GM,,,2325,0,1963
2900424,"Ninov, Nikolai",BUL,M,GM,,,2324,11,1969
900273,"Vukic, Milan",BIH,M,GM,,,2324,7,1942
14200082,"Barsov, Alexei",UZB,M,GM,,,2323,9,1966
4655060,"Zeitlein, Michael",GER,M,GM,,,2323,0,1947
600172,"Prie, Eric",FRA,M,GM,,FA,2321,9,1962
900095,"Ivanovic, Bozidar",MNE,M,GM,,,2320,11,1946
14200155,"Vahidov, Tair",UZB,M,GM,,,2319,0,1963
10200010,"Murshed, Niaz",BAN,M,GM,,FT,2318,0,1966
409081,"Lalic, Bogdan",CRO,M,GM,,,2317,0,1964
4900332,"Khatanbaatar, Bazar",MGL,M,GM,,,2316,0,1973
4600029,"Hort, Vlastimil",GER,M,GM,,,2315,0,1944
14000237,"Batyrov, Sapar",TKM,M,GM,,,2312,9,1967
5018226,"Karthikeyan, P.",IND,M,GM,,,2312,0,1990
900397,"Drasko, Milan",MNE,M,GM,,,2312,0,1962
3800229,"Munoz, Miguel",PER,M,GM,,,2310,4,1975
100196,"Sorin, Ariel",ARG,M,GM,,,2310,0,1967
4611349,"Paehtz, Thomas",GER,M,GM,,,2309,0,1956
700363,"Fogarasi, Tibor",HUN,M,GM,,,2309,1,1969
404420,"Davies, Nigel R",ENG,M,GM,,FST,2309,9,1960
4103203,"Raetsky, Alexander",FID,M,GM,,FT,2307,0,1961
2000164,"Kudrin, Sergey",USA,M,GM,,,2307,0,1959
14101513,"Zhukova, Natalia",UKR,F,GM,WGM,FT,2306,0,1979
4117301,"Cherniaev, Alexander",ENG,M,GM,,FST,2306,0,1969
1002708,"Jonkman, Harmen",NED,M,GM,,,2306,2,1975
906379,"Pikula, Dejan",SRB,M,GM,,,2305,11,1969
700509,"Varga, Zoltan",HUN,M,GM,,FT,2305,16,1970
101613,"Giaccio, Alfredo",ARG,M,GM,,,2305,4,1970
14500132,"Komljenovic, Davorin",CRO,M,GM,,,2304,4,1944
1119591,"Stopa, Jacek",POL,M,GM,,,2303,33,1987
13504134,"Podolchenko, Evgeniy",BLR,M,GM,,,2302,19,1988
5200156,"Sevillano, Enrico",USA,M,GM,,FT,2302,0,1968
14100312,"Legky, Nikolay A",FRA,M,GM,,,2299,17,1955
3500055,"Vera Gonzalez-Quevedo, Reynaldo",CUB,M,GM,,FST,2299,0,1961
2802341,"Yudasin, Leonid",ISR,M,GM,,,2298,9,1959
4400011,"Zapata, Alonso",COL,M,GM,,,2297,0,1958
1700065,"Ernst, Thomas",SWE,M,GM,,,2297,4,1960
12501000,"Abbasifar, Hasan",ESP,M,GM,,,2295,4,1972
3200035,"Johansen, Darryl K",AUS,M,GM,,,2295,0,1959
300055,"Meduna, Eduard",CZE,M,GM,,,2295,4,1950
5200393,"Villamayor, Buenaventura",SGP,M,GM,,"FT,FA",2293,0,1967
4600320,"Hecht, Hans-Joachim",GER,M,GM,,,2292,0,1939
4200020,"Skembris, Spyridon",GRE,M,GM,,,2292,8,1958
14100088,"Romanishin, Oleg M",UKR,M,GM,,,2291,0,1952
5005361,"Laxman, R.R.",IND,M,GM,,,2291,0,1983
1400100,"Hoi, Carsten",DEN,M,GM,,,2291,11,1957
1101684,"Grabarczyk, Miroslaw",POL,M,GM,,,2288,0,1971
500011,"Yrjola, Jouni",FIN,M,GM,,,2286,9,1959
3502856,"Perez Mitjans, Orelvis",ESP,M,GM,,,2282,15,1976
2803585,"Murey, Jacob",ISR,M,GM,,,2282,0,1941
2801612,"Zilberman, Yaacov",ISR,M,GM,,,2282,1,1954
901318,"Ristic, Nenad",SRB,M,GM,,FT,2282,0,1958
300217,"Lechtynsky, Jiri",CZE,M,GM,,,2282,0,1947
701254,"Seres, Lajos",HUN,M,GM,,,2281,11,1973
900168,"Todorovic, Goran M",SRB,M,GM,,,2280,0,1963
8103178,"Ahmad, Al Khatib",JOR,M,GM,,,2279,0,1995
14900068,"Plachetka, Jan",SVK,M,GM,,,2276,0,1945
900788,"Lazic, Miroljub",SRB,M,GM,,,2275,9,1966
5008980,"Saptarshi, Roy",IND,M,GM,,,2274,0,1986
15000010,"Kutirov, Rolando",MKD,M,GM,,DI,2272,1,1962
14300192,"Solomon, Kenny",RSA,M,GM,,,2272,0,1979
900249,"Cabrilo, Goran",SRB,M,GM,,,2272,0,1958
14900734,"Manik, Mikulas",SVK,M,GM,,,2271,6,1975
2200031,"Bellon Lopez, Juan Manuel",SWE,M,GM,,,2271,0,1950
13501429,"Teterev, Vitaly",BLR,M,GM,,,2266,9,1983
12500313,"Ghane, Shojaat",IRI,M,GM,,,2266,0,1975
901172,"Drazic, Sinisa",SRB,M,GM,,,2266,33,1967
901466,"Kosanovic, Goran A",SRB,M,GM,,FT,2265,0,1962
705268,"Czebe, Attila",HUN,M,GM,,FT,2265,8,1975
14100363,"Pogorelov, Ruslan",ESP,M,GM,,,2261,4,1959
13603450,"Lomsadze, Davit",GEO,M,GM,,,2259,0,1991
2000180,"Tarjan, James",USA,M,GM,,,2259,0,1952
300047,"Blatny, Pavel",CZE,M,GM,,,2259,3,1968
13900544,"Khruschiov, Alexey",MDA,M,GM,,,2257,0,1982
300128,"Jansa, Vlastimil",CZE,M,GM,,,2255,11,1942
14102340,"Mikhaletz, Lubomir",UKR,M,GM,,,2254,0,1974
14101289,"Okhotnik, Vladimir",FRA,M,GM,,,2254,2,1950
14000091,"Odeev, Handszar",TKM,M,GM,,,2253,0,1972
13600168,"Arakhamia-Grant, Ketevan",SCO,F,GM,WGM,,2253,0,1968
4600177,"Gutman, Lev",GER,M,GM,,,2252,12,1945
900346,"Ilincic, Zlatko",SRB,M,GM,,,2251,0,1968
2000172,"Rohde, Michael",USA,M,GM,,,2246,8,1959
1000098,"Ree, Hans",NED,M,GM,,,2246,1,1944
4114906,"Ivanov, Mikhail M",SRB,M,GM,,,2240,0,1969
900265,"Rajkovic, Dusan",SRB,M,GM,,FT,2239,0,1942
13303139,"Baghdasaryan, Vahe",ARM,M,GM,,,2237,0,1993
600229,"Belkhodja, Slim",TUN,M,GM,,,2237,2,1962
900133,"Djuric, Stefan",SRB,M,GM,,,2236,13,1955
4113632,"Yagupov, Igor",RUS,M,GM,,,2230,0,1965
4611292,"Vogt, Lothar",GER,M,GM,,,2229,0,1952
4101219,"Tunik, Gennady",RUS,M,GM,,,2224,0,1953
5002974,"Roy Chowdhury, Saptarshi",IND,M,GM,,,2223,0,1982
13400231,"Guliev, Sarhan",AZE,M,GM,,,2221,0,1968
500020,"Westerinen, Heikki M.J.",FIN,M,GM,,,2211,10,1944
4103009,"Vorotnikov, Vladislav V",RUS,M,GM,,,2206,0,1947
2000555,"Kaufman, Lawrence",USA,M,GM,,,2200,0,1947
901482,"Kostic, Vladimir G",SRB,M,GM,,,2194,0,1953
13600125,"Gaprindashvili, Nona",GEO,F,GM,WGM,,2193,0,1941
4100590,"Fominyh, Alexander",RUS,M,GM,,,2167,0,1959
2900165,"Popchev, Milko",BUL,M,GM,,,2157,28,1964
4104307,"Vul, Arkadi Eremeevich",RUS,M,GM,,,2146,0,1953
4117131,"Pushkov, Nikolai",RUS,M,GM,,,2119,0,1946
2015323,"Ziatdinov, Raset",USA,M,GM,,,2041,0,1958
14000016,"Annageldyev, Orazly",TKM,M,GM,,,2025,0,1960
