ID Number,Name,Fed,Sex,Tit,WTit,OTit,Rating,Gms,B-day
2021285,"Lenderman, Aleksandr",USA,M,GM,,FT,2458,9,1989
1700812,"Hillarp Persson, Tiger",SWE,M,GM,,FT,2458,5,1970
1011014,"Brandenburg, Daan",NED,M,GM,,,2458,1,1987
24171735,"Drygalov, Andrey",RUS,M,GM,,,2457,0,1999
2209381,"Franco Ocampos, Zenon",PAR,M,GM,,,2457,0,1956
1400185,"Danielsen, Henrik",ISL,M,GM,,,2457,11,1966
1213300,"Georgescu, Tiberiu-Marian",ROU,M,GM,,FT,2457,0,1991
1112848,"Jakubowski, Krzysztof",POL,M,GM,,,2457,2,1983
1108760,"Cyborowski, Lukasz",POL,M,GM,,,2457,6,1980
921610,"Pap, Misa",SRB,M,GM,,,2457,9,1979
1506536,"Notkevich, Benjamin Arvola",NOR,M,GM,,,2456,0,1993
627143,"Shoker, Samy",EGY,M,GM,,FT,2456,9,1987
14100487,"Sulypa, Oleksandr",UKR,M,GM,,,2455,1,1972
662569,"Sochacki, Christophe",FRA,M,GM,,,2455,0,1994
300535,"Votava, Jan",CZE,M,GM,,,2455,0,1974
5029104,"Stany, G.A.",IND,M,GM,,,2454,0,1993
2603659,"Roussel-Roozmon, Thomas",CAN,M,GM,,,2454,0,1988
2212943,"Lopez Martinez, Josep Manuel",ESP,M,GM,,,2454,5,1980
1208110,"Jianu, Vlad-Cristian",ROU,M,GM,,,2454,8,1984
903124,"Kovacevic, Aleksandar",SRB,M,GM,,,2454,4,1974
14602377,"Beliavsky, Alexander G",SLO,M,GM,,,2453,9,1953
5037883,"Gagare, Shardul",IND,M,GM,,,2453,0,1997
14103109,"Feygin, Michael",GER,M,GM,,FT,2452,5,1975
13602608,"Sanikidze, Tornike",GEO,M,GM,,,2452,8,1989
4169786,"Potapov, Pavel",RUS,M,GM,,,2452,0,1990
2300010,"Olafsson, Helgi",ISL,M,GM,,,2452,8,1956
1000063,"Nijboer, Friso",NED,M,GM,,,2452,3,1965
627089,"Sokolov, Andrei",FRA,M,GM,,,2452,1,1963
621650,"Flom, Gabriel",FRA,M,GM,,,2452,12,1986
105198,"Alonso, Salvador",ARG,M,GM,,,2452,0,1974
2301318,"Kjartansson, Gudmundur",ISL,M,GM,,,2451,5,1988
8600031,"Xu, Jun",CHN,M,GM,,,2450,0,1962
4617495,"Hausrath, Daniel",GER,M,GM,,,2450,6,1976
14100045,"Shneider, Aleksandr",UKR,M,GM,,,2449,4,1962
14000563,"Annaberdiyev, Meylis",TKM,M,GM,,,2449,0,1985
13300016,"Vaganian, Rafael A",ARM,M,GM,,,2449,0,1951
12513342,"Gholami, Aryan",IRI,M,GM,,,2449,0,2001
6305881,"Firat, Burak",TUR,M,GM,,,2449,0,1993
4655192,"Zaragatski, Ilja",GER,M,GM,,,2449,0,1985
3508811,"Hevia Alejano, Carlos Antonio",CUB,M,GM,,,2449,0,1991
2807394,"Caspi, Israel",ISR,M,GM,,,2449,3,1989
2800659,"Zifroni, Dov",ISR,M,GM,,,2449,4,1976
934526,"Nestorovic, Nikola",SRB,M,GM,,FT,2449,6,1989
922900,"Sedlak, Nikola",SRB,M,GM,,,2449,22,1983
400122,"Mestel, A Jonathan",ENG,M,GM,,,2449,0,1957
5101174,"Gonzalez Garcia, Jose",ESP,M,GM,,,2448,4,1973
4201990,"Mastrovasilis, Athanasios",GRE,M,GM,,FT,2448,5,1979
2256444,"Larino Nieto, David",ESP,M,GM,,,2448,0,1989
617822,"Sebag, Marie",FRA,F,GM,WGM,,2448,0,1986
14500116,"Palac, Mladen",CRO,M,GM,,,2447,2,1971
4617347,"Slobodjan, Roman",GER,M,GM,,,2447,7,1975
2805340,"Khmelniker, Ilya",ISR,M,GM,,,2447,1,1985
818860,"Valsecchi, Alessio",ITA,M,GM,,,2447,0,1992
331708,"Kraus, Tomas",CZE,M,GM,,,2447,7,1995
6302114,"Esen, Baris",TUR,M,GM,,,2446,0,1986
5028183,"Swayams, Mishra",IND,M,GM,,FT,2446,0,1992
3902463,"Gascon Del Nogal, Jose Rafael",VEN,M,GM,,FT,2446,2,1995
3400042,"Vasquez Schroeder, Rodrigo",CHI,M,GM,,,2446,0,1969
404454,"Williams, Simon K",ENG,M,GM,,,2446,0,1979
12401820,"Tran, Tuan Minh",VIE,M,GM,,,2445,0,1997
1205730,"Nevednichy, Vladislav",ROU,M,GM,,,2445,2,1969
1102222,"Jaracz, Pawel",POL,M,GM,,,2445,6,1975
14104490,"Firman, Nazar",UKR,M,GM,,,2444,0,1983
2300087,"Stefansson, Hannes",ISL,M,GM,,,2444,0,1972
2260735,"Asis Gargatagli, Hipolito",ESP,M,GM,,,2444,4,1986
24101940,"Zanan, Evgeny",ISR,M,GM,,,2443,4,1998
4600053,"Kindermann, Stefan",AUT,M,GM,,,2443,4,1959
4107730,"Shchekachev, Andrei",FRA,M,GM,,,2443,1,1972
2261090,"Vila Gazquez, Xavier",ESP,M,GM,,,2443,4,1990
607274,"Marcelin, Cyril",FRA,M,GM,,,2443,2,1979
14102803,"Fish, Gennadij",GER,M,GM,,,2442,1,1973
14100207,"Gurevich, Vladimir",GER,M,GM,,,2442,0,1959
2200040,"De La Villa Garcia, Jesus Maria",ESP,M,GM,,FST,2442,0,1958
13500481,"Kasparov, Sergey",FID,M,GM,,,2441,0,1968
2811154,"Raznikov, Danny",ISR,M,GM,,,2441,3,1993
717274,"Flumbort, Andras Dr.",HUN,M,GM,,,2441,0,1984
4611500,"Teske, Henrik",GER,M,GM,,,2440,3,1968
4100972,"Ikonnikov, Vyacheslav",FID,M,GM,,,2440,6,1966
1111078,"Antoniewski, Rafal",POL,M,GM,,,2440,4,1980
12400084,"Dao, Thien Hai",VIE,M,GM,,FT,2439,0,1978
6900224,"De La Riva Aguado, Oscar",AND,M,GM,,FT,2439,4,1972
5201241,"Paragua, Mark",PHI,M,GM,,,2439,9,1984
1612468,"Diermair, Andreas",AUT,M,GM,,,2439,6,1986
800090,"Godena, Michele",ITA,M,GM,,,2439,8,1967
937614,"Roganovic, Milos",SRB,M,GM,,,2438,0,1991
922692,"Stojanovic, Dalibor",BIH,M,GM,,FT,2438,20,1983
46622373,Prraneeth Vuppala,IND,M,GM,,,2437,9,2007
14001128,"Atabayev, Yusup",TKM,M,GM,,,2437,0,1994
13301349,"Petrosian, Davit G.",ARM,M,GM,,,2437,0,1984
7105029,"Priasmoro, Novendra",INA,M,GM,,,2437,20,1999
900885,"Blagojevic, Dragisa",MNE,M,GM,,,2437,0,1966
307424,"Cvek, Robert",CZE,M,GM,,,2437,3,1979
24104272,"Rozum, Ivan",RUS,M,GM,,,2436,9,1991
4900847,"Batchuluun, Tsegmed",MGL,M,GM,,,2436,0,1987
603252,"Vaisser, Anatoly",FRA,M,GM,,,2436,7,1949
4105109,"Burmakin, Vladimir",RUS,M,GM,,,2435,0,1967
4101731,"Piskov, Yury",FID,M,GM,,,2435,0,1964
2809958,"Baron, Tal",ISR,M,GM,,,2435,4,1992
2205521,"Oms Pallisse, Josep",ESP,M,GM,,FT,2435,1,1973
402893,"Turner, Matthew J",SCO,M,GM,,,2435,9,1975
14900017,"Ftacnik, Lubomir",SVK,M,GM,,FST,2434,12,1957
5900212,"Kotronias, Vasilios",GRE,M,GM,,,2434,0,1964
4165314,"Bryakin, Mikhail",SRB,M,GM,,,2434,35,1997
4128290,"Sambuev, Bator",CAN,M,GM,,,2434,9,1980
1160664,"Jarmula, Lukasz",POL,M,GM,,,2434,0,1998
14103052,"Kovchan, Alexander",UKR,M,GM,,,2433,18,1983
3507408,"Alvarez Pedraza, Aramis",CUB,M,GM,,FT,2433,0,1988
2905710,"Nikolov, Momchil",BUL,M,GM,,,2433,11,1985
2802430,"Gershon, Alik",ISR,M,GM,,,2433,4,1980
4630629,"Ginsburg, Gennadi",GER,M,GM,,,2432,5,1971
3804623,"Vera Siguenas, Deivy",PER,M,GM,,,2431,9,1992
4601297,"Hoffmann, Michael",GER,M,GM,,,2430,6,1970
1706993,"Semcesen, Daniel",SWE,M,GM,,,2430,0,1986
1401815,"Aagaard, Jacob",DEN,M,GM,,,2430,10,1973
12400025,Nguyen Anh Dung,VIE,M,GM,,"FT,FA",2429,0,1976
7900309,"Rizouk, Aimen",ALG,M,GM,,,2429,0,1979
4112423,"Kalinin, Alexander",RUS,M,GM,,,2429,0,1968
3000010,"Rodriguez Vila, Andres",URU,M,GM,,FST,2429,0,1973
14110911,"Ushenina, Anna",UKR,F,GM,WGM,,2428,2,1985
5034426,"Das, Sayantan",IND,M,GM,,,2428,0,1997
1707930,"Smith, Axel",SWE,M,GM,,,2428,2,1986
1106880,"Bobras, Piotr",POL,M,GM,,,2428,2,1977
406465,"Gormally, Daniel W",ENG,M,GM,,,2428,11,1976
14200058,"Saltaev, Mihail",UZB,M,GM,,,2427,0,1962
12500739,"Ghaem Maghami, Ehsan",IRI,M,GM,,,2427,0,1982
5024218,Shyaam Nikhil P,IND,M,GM,,,2427,0,1992
4612396,"Maiwald, Jens-Uwe",GER,M,GM,,,2427,4,1974
4611322,"Tischbierek, Raj",GER,M,GM,,FT,2427,0,1962
1003909,"De Vreugt, Dennis",NED,M,GM,,,2427,2,1980
24114928,"Tilicheev, Viacheslav",SRB,M,GM,,,2426,0,1994
14602385,"Mikhalchishin, Adrian",SLO,M,GM,,,2426,0,1954
13301152,"Movsziszian, Karen",ARM,M,GM,,,2426,4,1963
2902257,"Stefanova, Antoaneta",BUL,F,GM,,,2426,4,1979
827061,"Stella, Andrea",ITA,M,GM,,,2426,2,1993
14101068,"Milov, Leonid",GER,M,GM,,,2425,8,1966
5201640,"Barbosa, Oliver",PHI,M,GM,,,2425,9,1986
4600045,"Bischoff, Klaus",GER,M,GM,,,2425,8,1961
4167570,"Gunina, Valentina",FID,F,GM,WGM,,2425,0,1989
1500058,"Ostenstad, Berge",NOR,M,GM,,,2425,2,1964
1200020,"Marin, Mihail",ROU,M,GM,,,2425,3,1965
12401269,"Nguyen, Huynh Minh Huy",VIE,M,GM,,,2424,1,1987
4641833,"Paehtz, Elisabeth",GER,F,GM,WGM,,2424,10,1985
4601556,"Heinemann, Thies",GER,M,GM,,,2424,7,1971
4600088,"Hertneck, Gerald",GER,M,GM,,,2424,6,1963
2600013,"Spraggett, Kevin",CAN,M,GM,,,2424,0,1954
614890,"Abergel, Thal",FRA,M,GM,,,2424,13,1982
307165,"Simacek, Pavel",CZE,M,GM,,FT,2424,1,1979
14101270,"Komarov, Dimitri",UKR,M,GM,,FST,2423,0,1968
13902393,"Hamitevici, Vladimir",MDA,M,GM,,,2423,0,1991
13302639,"Hayrapetyan, Hovik",ARM,M,GM,,,2423,9,1990
4650905,"Levin, Felix",GER,M,GM,,,2423,3,1958
4161289,"Novikov, Maxim",RUS,M,GM,,,2423,0,1972
2901773,"Petrov, Marian",BUL,M,GM,,FT,2423,0,1975
600822,"Relange, Eloi",FRA,M,GM,,,2423,2,1976
14500450,"Zaja, Ivan",CRO,M,GM,,,2422,2,1965
5105048,"Ibarra Chami, Luis Fernando",MEX,M,GM,,,2422,0,1989
4155351,"Moskalenko, Alexander",RUS,M,GM,,,2422,0,1988
4127820,"Kabanov, Nikolai",RUS,M,GM,,,2422,0,1980
10200037,"Rahman, Ziaur",BAN,M,GM,,,2421,0,1974
4401824,"Barrientos, Sergio E",COL,M,GM,,,2421,0,1986
4100484,"Glek, Igor",BEL,M,GM,,,2421,29,1961
4100379,"Dvoirys, Semen I.",RUS,M,GM,,,2421,4,1958
1900072,"Galego, Luis",POR,M,GM,,,2421,0,1966
628050,"Dourerassou, Jonathan",FRA,M,GM,,,2421,3,1989
615013,"Wirig, Anthony",FRA,M,GM,,,2421,10,1983
305243,"Neuman, Petr",CZE,M,GM,,,2421,8,1978
300306,"Rasik, Vitezslav",CZE,M,GM,,,2421,2,1973
3501728,"Becerra Rivero, Julio",USA,M,GM,,,2420,0,1973
5019184,"Swapnil, S. Dhopade",IND,M,GM,,FT,2419,0,1990
4131002,"Gabrielian, Artur",RUS,M,GM,,,2419,0,1982
2200325,"Comas Fabrego, Lluis",ESP,M,GM,,,2419,0,1971
922722,"Miljkovic, Miroslav D",SRB,M,GM,,,2419,0,1985
14100150,"Neverov, Valeriy",UKR,M,GM,,,2418,0,1964
13602640,"Khotenashvili, Bella",GEO,F,GM,WGM,,2418,11,1988
13401033,"Mammadov, Zaur",AZE,M,GM,,,2418,0,1994
2800101,"Soffer, Ram",ISR,M,GM,,,2418,4,1965
2300699,"Gretarsson, Helgi Ass",ISL,M,GM,,,2418,0,1977
1700090,"Hector, Jonny",SWE,M,GM,,,2418,13,1964
915483,"Milanovic, Danilo",SRB,M,GM,,,2418,0,1974
5200016,"Torre, Eugenio",PHI,M,GM,,,2417,0,1951
203882,"Dgebuadze, Alexandre",BEL,M,GM,,,2417,5,1971
14100584,"Maksimenko, Andrei",UKR,M,GM,,,2416,0,1969
24129100,"Matinian, Nikita",FID,M,GM,,,2415,0,1992
5040299,Akash G,IND,M,GM,,FT,2415,0,1996
2903237,"Todorov, Todor",BEL,M,GM,,,2414,3,1974
1300024,"Brunner, Lucas",SUI,M,GM,,,2414,0,1967
100587,"Valerga, Diego",ARG,M,GM,,,2414,0,1971
24684074,"Yankelevich, Lev",GER,M,GM,,,2413,0,1997
15000729,"Colovic, Aleksandar",MKD,M,GM,,,2413,0,1976
4400801,"Escobar Forero, Alder",COL,M,GM,,,2413,1,1977
4122763,"Volkov, Sergey",RUS,M,GM,,,2413,9,1974
14907518,"Jurcik, Marian",SVK,M,GM,,,2412,2,1987
5800706,"Goh, Wei Ming Kevin",SGP,M,GM,,,2412,0,1983
4662997,"Rotstein, Arkadij",GER,M,GM,,,2412,6,1961
4600428,"Holzke, Frank",GER,M,GM,,,2412,9,1971
4136594,"Dobrov, Vladimir",RUS,M,GM,,,2412,0,1984
1200186,"Grigore, George-Gabriel",ROU,M,GM,,,2412,0,1970
700053,"Groszpeter, Attila",HUN,M,GM,,,2412,1,1960
600040,"Renet, Olivier",FRA,M,GM,,,2411,1,1964
400254,"Emms, John M",ENG,M,GM,,,2411,7,1967
14401487,"Atalik, Suat",SRB,M,GM,,,2410,0,1964
3700267,"Cubas, Jose",PAR,M,GM,,FT,2408,0,1981
2907712,"Enchev, Ivajlo",BUL,M,GM,,,2408,11,1989
2900211,"Genov, Petar",BUL,M,GM,,,2408,3,1970
1501674,"Johannessen, Leif Erlend",NOR,M,GM,,,2408,1,1980
1201530,"Manolache, Marius",ROU,M,GM,,,2408,0,1973
722960,"Berczes, David",HUN,M,GM,,,2408,18,1990
13300512,"Khachiyan, Melikset",USA,M,GM,,,2407,0,1970
3502783,"Cabrera, Alexis",ESP,M,GM,,,2407,4,1976
1501720,"Hansen, Torbjorn Ringdal",NOR,M,GM,,,2407,0,1979
916366,"Stojanovic, Mihajlo",SRB,M,GM,,,2407,5,1977
14104954,"Bagrationi, Alexander",ISR,M,GM,,,2406,13,1990
8600678,"Li, Shilong",CHN,M,GM,,,2406,0,1977
4901266,"Munkhgal, Gombosuren",MGL,M,GM,,,2406,0,1988
3507777,"Gonzalez Perez, Arian",ESP,M,GM,,,2406,3,1988
2901188,"Petkov, Vladimir",BUL,M,GM,,,2406,3,1971
1303422,"Gallagher, Joseph G.",SUI,M,GM,,,2406,0,1964
920479,"Savic, Miodrag R",SRB,M,GM,,,2406,18,1977
14101696,"Shishkin, Vadim",UKR,M,GM,,,2405,0,1969
14100100,"Moskalenko, Viktor",ESP,M,GM,,FST,2405,4,1960
4618920,"Richter, Michael",GER,M,GM,,,2405,2,1978
1210319,"Rogozenco, Dorian",ROU,M,GM,,,2405,5,1973
13302337,"Simonian, Hrair",ARM,M,GM,,,2404,0,1991
12519278,"Mosadeghpour, Masoud",IRI,M,GM,,,2404,9,1997
4122178,"Iljushin, Alexei",RUS,M,GM,,,2404,0,1980
2300036,"Arnason, Jon L",ISL,M,GM,,,2404,7,1960
300160,"Haba, Petr",CZE,M,GM,,,2404,16,1965
2907127,"Arnaudov, G. Petar",BUL,M,GM,,,2403,2,1986
2400022,"Motwani, Paul",SCO,M,GM,,,2403,0,1962
1700057,"Karlsson, Lars",SWE,M,GM,,,2403,3,1955
110124,"Garcia Palermo, Carlos Horacio",ITA,M,GM,,,2403,9,1953
105570,"Lorenzini, Martin",ARG,M,GM,,,2403,6,1975
13500147,"Zezulkin, Jurij",POL,M,GM,,,2402,1,1971
13500023,"Kovalev, Andrei",BLR,M,GM,,FST,2402,18,1961
5201381,"Gomez, John Paul",PHI,M,GM,,,2402,0,1986
2005492,"Yermolinsky, Alex",USA,M,GM,,,2402,0,1958
14200104,"Iuldachev, Saidali",UZB,M,GM,,"FT,NA",2401,0,1968
722340,"Boros, Denes",HUN,M,GM,,,2401,0,1988
14900483,"Likavsky, Tomas",SVK,M,GM,,,2400,0,1971
13503758,"Stupak, Kirill",BLR,M,GM,,,2400,10,1990
13300865,"Hovhannisyan, Mher",BEL,M,GM,,FT,2400,0,1978
4120213,"Belozerov, Andrei",RUS,M,GM,,,2400,0,1977
2300028,"Petursson, Margeir",ISL,M,GM,,,2400,8,1960
2268795,"Huerga Leache, Mikel",ESP,M,GM,,"FT,FA",2400,0,1989
14900025,"Stohl, Igor",SVK,M,GM,,FST,2399,11,1964
11600136,"Miezis, Normunds",LAT,M,GM,,,2399,13,1971
2803089,"Tyomkin, Dimitri",CAN,M,GM,,,2399,3,1977
1700030,"Cramling, Pia",SWE,F,GM,,,2399,0,1963
400629,"McDonald, Neil",ENG,M,GM,,,2399,0,1967
46618546,Prithu Gupta,IND,M,GM,,,2398,0,2004
14900092,"Mrva, Martin",SVK,M,GM,,,2398,11,1971
13500465,"Fedorov, Alexei",BLR,M,GM,,,2398,9,1972
13300210,"Danielian, Elina",ARM,F,GM,WGM,,2398,0,1978
4610741,"Polzin, Rainer",GER,M,GM,,,2398,3,1971
4195752,"Girya, Olga",RUS,F,GM,WGM,,2398,0,1991
4102924,"Novik, Maxim",LTU,M,GM,,,2398,9,1970
916412,"Tadic, Branko",SRB,M,GM,,FST,2398,4,1973
14119846,"Omelja, Artem",UKR,M,GM,,,2397,18,1991
10600183,"Hesham, Abdelrahman",EGY,M,GM,,,2396,0,1992
4102541,"Meister, Jakob",GER,M,GM,,,2396,20,1955
14500086,"Cvitan, Ognjen",CRO,M,GM,,,2395,9,1961
13600052,"Ubilava, Elizbar",ESP,M,GM,,,2395,4,1950
13500139,"Aleksandrov, Aleksej",BLR,M,GM,,,2395,9,1973
4162714,"Epishin, Vladimir",RUS,M,GM,,,2395,0,1965
912336,"Zajic, Milan",SRB,M,GM,,,2395,0,1999
5011132,Deepan Chakkravarthy J.,IND,M,GM,,,2394,0,1987
2300109,"Thorhallsson, Throstur",ISL,M,GM,,,2393,5,1969
2203138,"Del Rio De Angelis, Salvador G.",ESP,M,GM,,,2393,10,1976
2000202,"Ivanov, Alexander",USA,M,GM,,,2393,0,1956
900125,"Damljanovic, Branko",SRB,M,GM,,,2393,18,1961
6301495,"Erdogdu, Aziz Mert",TUR,M,GM,,FST,2392,2,1979
5201047,"Salvador, Roland",PHI,M,GM,,,2391,0,1982
707244,"Galyas, Miklos",HUN,M,GM,,FT,2391,8,1978
5201330,"Laylo, Darwin",PHI,M,GM,,,2390,0,1980
3400034,"Campos Moreno, Javier B.",CHI,M,GM,,,2390,4,1959
611190,"Riff, Jean-Noel",FRA,M,GM,,,2390,7,1981
600245,"Bricard, Emmanuel",FRA,M,GM,,,2390,1,1966
2205009,"Herraiz Hidalgo, Herminio",ESP,M,GM,,,2389,0,1978
900290,"Kosic, Dragan",MNE,M,GM,,FT,2389,0,1970
1700219,"Brynell, Stellan",SWE,M,GM,,FT,2388,4,1962
3600017,"Matamoros Franco, Carlos S.",ECU,M,GM,,FST,2387,3,1966
913723,"Brenjo, Slavisa",SRB,M,GM,,,2387,0,1974
708003,"Horvath, Adam",HUN,M,GM,,,2387,0,1981
100250,"Slipak, Sergio",ARG,M,GM,,FST,2387,0,1965
14400057,"Kurajica, Bojan",CRO,M,GM,,,2386,0,1947
4117328,"Chernyshov, Konstantin",RUS,M,GM,,,2386,0,1967
14600013,"Mohr, Georg",SLO,M,GM,,,2385,0,1965
4637321,"Kalinitschew, Sergey",GER,M,GM,,,2385,2,1956
2000261,"Finegold, Benjamin",USA,M,GM,,,2385,0,1969
700061,"Horvath, Jozsef",HUN,M,GM,,,2385,0,1964
12800120,"Zagorskis, Darius",LTU,M,GM,,,2384,0,1969
3300200,"Zambrana, Osvaldo",BOL,M,GM,,FT,2384,9,1981
2300958,"Thorfinnsson, Bragi",ISL,M,GM,,,2384,0,1981
1000020,"Van der Wiel, John T.H.",NED,M,GM,,,2384,1,1959
12502200,"Darini, Pouria",IRI,M,GM,,,2383,0,1991
2900041,"Spasov, Vasil",BUL,M,GM,,,2383,27,1971
400084,"Hebden, Mark L",ENG,M,GM,,,2383,13,1958
15000290,"Mitkov, Nikola",MKD,M,GM,,FT,2382,0,1971
13700022,"Temirbayev, Serikbay",KAZ,M,GM,,,2382,8,1961
4403940,"Rios Gomez, Cristhian Camilo",COL,M,GM,,,2382,0,1993
4207742,"Papadopoulos, Ioannis K.",GRE,M,GM,,,2382,0,1988
4121341,"Vorobiov, Evgeny E.",RUS,M,GM,,,2381,0,1976
2002035,"Kraai, Jesse",USA,M,GM,,,2381,2,1972
14001101,"Atabayev, Maksat",TKM,M,GM,,,2380,9,1994
4611314,"Enders, Peter",GER,M,GM,,,2380,0,1963
311111,"Volosin, Leon",CZE,M,GM,,,2380,5,1964
12401064,Nguyen Van Huy,VIE,M,GM,,,2379,9,1985
4600096,"Schmittdiel, Eckhard",GER,M,GM,,,2379,2,1960
2201500,"Narciso Dublan, Marc",ESP,M,GM,,,2379,4,1974
14200295,"Khamrakulov, Ibragim S.",ESP,M,GM,,,2378,4,1982
4501047,"Kanep, Meelis",EST,M,GM,,,2378,0,1983
2012782,"Krush, Irina",USA,F,GM,WGM,,2378,0,1983
2802090,"Oratovsky, Michael",ISR,M,GM,,,2377,4,1974
621501,"Lupu, Mircea-Sergiu",FRA,M,GM,,,2377,0,1962
2000377,"Fishbein, Alexander",USA,M,GM,,,2376,5,1968
14600684,"Tratar, Marko",SLO,M,GM,,FT,2374,1,1974
2100045,"Lima, Darcy",BRA,M,GM,,"FT,SI",2374,16,1962
4203445,"Kapnisis, Spyridon",GRE,M,GM,,,2373,0,1981
900150,"Strikovic, Aleksa",SRB,M,GM,,FT,2373,2,1961
5201110,"Bitoon, Richard",PHI,M,GM,,,2371,0,1975
4600304,"Muse, Mladen",CRO,M,GM,,,2371,0,1963
2903024,"Georgiev, Vladimir",MKD,M,GM,,FST,2371,3,1975
901008,"Antic, Dejan",SRB,M,GM,,,2371,0,1968
14502712,"Kovacevic, Blazimir",CRO,M,GM,,FT,2370,2,1975
2801957,"Finkel, Alexander",ISR,M,GM,,,2370,2,1975
2100037,"Sunye Neto, Jaime",BRA,M,GM,,,2370,0,1957
13300067,"Galdunts, Sergey",ARM,M,GM,,,2369,4,1965
1106619,"Socko, Monika",POL,F,GM,WGM,,2369,5,1978
600083,"Santo-Roman, Marc",FRA,M,GM,,,2369,1,1960
24126454,"Lugovskoy, Maxim",RUS,M,GM,,,2367,0,1996
13700650,"Ibrayev, Nurlan",KAZ,M,GM,,,2367,0,1977
13600818,"Kekelidze, Mikheil",GEO,M,GM,,,2367,0,1974
13600133,"Bagaturov, Giorgi",GEO,M,GM,,,2367,0,1964
2253488,"Cifuentes Parada, Roberto",ESP,M,GM,,,2367,3,1957
1610201,"Balinov, Ilia",AUT,M,GM,,,2367,4,1966
1500082,"Djurhuus, Rune",NOR,M,GM,,,2367,3,1970
2800020,"Gruenfeld, Yehuda",ISR,M,GM,,,2366,1,1956
1500066,"Tisdall, Jonathan D",NOR,M,GM,,FST,2366,2,1958
400165,"Flear, Glenn C",ENG,M,GM,,,2366,10,1959
400114,"Kosten, Anthony C.",ENG,M,GM,,,2366,8,1958
2500914,"Baburin, Alexander",IRL,M,GM,,,2365,0,1967
2200163,"Gomez Esteban, Juan Mario",ESP,M,GM,,,2365,4,1958
2017083,"Smith, Bryan",USA,M,GM,,,2365,0,1980
12400076,"Tu, Hoang Thong",VIE,M,GM,,FT,2364,0,1972
12401358,"Nguyen, Duc Hoa",VIE,M,GM,,,2363,9,1989
5200032,"Antonio, Rogelio Jr",PHI,M,GM,,,2363,0,1962
1200372,"Istratescu, Andrei",ROU,M,GM,,,2363,0,1975
303224,"Jirovsky, Milos",CZE,M,GM,,,2363,10,1974
5003512,"Neelotpal, Das",IND,M,GM,,,2361,0,1982
3500160,"Borges Matos, Juan",CUB,M,GM,,,2361,10,1966
600075,"Chabanon, Jean-Luc",FRA,M,GM,,,2360,3,1971
4609352,"Siebrecht, Sebastian",GER,M,GM,,,2359,0,1973
2200023,"Fernandez Garcia, Jose Luis 1954",ESP,M,GM,,,2359,4,1954
15000257,"Stanojoski, Zvonko",MKD,M,GM,,FT,2358,9,1964
15000214,"Jacimovic, Dragoljub",MKD,M,GM,,DI,2358,0,1964
12400726,Bui Vinh,VIE,M,GM,,"FT,IA",2358,0,1976
4600258,"Mainka, Romuald",GER,M,GM,,,2358,6,1963
14101076,"Sergeev, Vladimir",UKR,M,GM,,,2357,0,1964
12500283,"Bagheri, Amir",MNC,M,GM,,FT,2356,7,1978
12400149,"Hoang, Thanh Trang",HUN,F,GM,WGM,,2356,0,1980
700843,"Horvath, Peter",HUN,M,GM,,,2356,8,1972
14501228,"Rogic, Davor",CRO,M,GM,,,2355,2,1971
5005779,"Venkatesh, M.R.",IND,M,GM,,,2355,0,1985
2805359,"Kantsler, Boris",ISR,M,GM,,,2355,1,1962
2100169,"Matsuura, Everaldo",BRA,M,GM,,,2355,9,1970
1700120,"Akesson, Ralf",SWE,M,GM,,,2355,1,1961
100340,"Hoffman, Alejandro",URU,M,GM,,DI,2355,18,1966
100013,"Campora, Daniel H.",ARG,M,GM,,,2355,2,1957
2800063,"Lev, Ronen",ISR,M,GM,,,2354,4,1968
14200236,"Dzhumaev, Marat",UZB,M,GM,,,2352,0,1976
13900161,"Sanduleac, Vasile",MDA,M,GM,,FT,2351,6,1971
1004786,"Peng, Zhaoqin",NED,F,GM,WGM,FI,2351,0,1968
14108801,"Kislinsky, Alexey",CZE,M,GM,,,2350,0,1984
13500325,"Tihonov, Jurij",BLR,M,GM,,,2350,0,1978
5500796,"Zaibi, Amir",TUN,M,GM,,,2350,18,1988
400327,"Wells, Peter K",ENG,M,GM,,,2350,5,1965
10200649,"Hossain, Enamul",BAN,M,GM,,FT,2348,0,1981
11600748,"Starostits, Ilmars",LAT,M,GM,,,2347,2,1979
2000407,"Gurevich, Dmitry",USA,M,GM,,,2347,0,1956
725056,"Cao, Sang",VIE,M,GM,,,2346,0,1973
4154720,"Krapivin, Alexander",RUS,M,GM,,,2345,0,1987
900214,"Barlov, Dragan",SRB,M,GM,,,2345,2,1957
602612,"Anic, Darko",FRA,M,GM,,,2345,0,1957
14500299,"Fercec, Nenad",CRO,M,GM,,,2344,9,1961
13402463,"Sevdimaliyev, Urfan",AZE,M,GM,,,2344,9,1989
811416,"Ortega, Lexy",ITA,M,GM,,,2343,8,1960
4104358,"Gavrilov, Alexei",RUS,M,GM,,,2342,0,1960
300659,"Velicka, Petr",CZE,M,GM,,,2342,5,1967
4611390,"Womacka, Mathias",GER,M,GM,,,2341,5,1966
901776,"Nikcevic, Nebojsa",MNE,M,GM,,,2341,11,1965
4101057,"Bykhovsky, Avigdor",ISR,M,GM,,,2339,2,1955
8600716,"Wu, Wenjin",CHN,M,GM,,,2338,0,1976
916358,"Lajthajm, Borko",SRB,M,GM,,,2338,18,1976
